SA_UUID, Interval Timestamp, Delivered From Grid Value (Wh), Back To Grid Value (Wh)
6745359, Wed Dec 22 2021 16:00:00 GMT-0800 (Pacific Standard Time), 2259, 0
6745359, Wed Dec 22 2021 17:00:00 GMT-0800 (Pacific Standard Time), 5450, 0
6745359, Wed Dec 22 2021 18:00:00 GMT-0800 (Pacific Standard Time), 4899, 0
6745359, Wed Dec 22 2021 19:00:00 GMT-0800 (Pacific Standard Time), 3038, 0
6745359, Wed Dec 22 2021 20:00:00 GMT-0800 (Pacific Standard Time), 2492, 0
6745359, Wed Dec 22 2021 21:00:00 GMT-0800 (Pacific Standard Time), 1830, 0
6745359, Wed Dec 22 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1801, 0
6745359, Wed Dec 22 2021 23:00:00 GMT-0800 (Pacific Standard Time), 1461, 0
6745359, Thu Dec 23 2021 00:00:00 GMT-0800 (Pacific Standard Time), 1290, 0
6745359, Thu Dec 23 2021 01:00:00 GMT-0800 (Pacific Standard Time), 2356, 0
6745359, Thu Dec 23 2021 02:00:00 GMT-0800 (Pacific Standard Time), 1313, 0
6745359, Thu Dec 23 2021 03:00:00 GMT-0800 (Pacific Standard Time), 1232, 0
6745359, Thu Dec 23 2021 04:00:00 GMT-0800 (Pacific Standard Time), 1239, 0
6745359, Thu Dec 23 2021 05:00:00 GMT-0800 (Pacific Standard Time), 1295, 0
6745359, Thu Dec 23 2021 06:00:00 GMT-0800 (Pacific Standard Time), 1233, 0
6745359, Thu Dec 23 2021 07:00:00 GMT-0800 (Pacific Standard Time), 1646, 0
6745359, Thu Dec 23 2021 08:00:00 GMT-0800 (Pacific Standard Time), 1691, 0
6745359, Thu Dec 23 2021 09:00:00 GMT-0800 (Pacific Standard Time), 1358, 0
6745359, Thu Dec 23 2021 10:00:00 GMT-0800 (Pacific Standard Time), 1540, 0
6745359, Thu Dec 23 2021 11:00:00 GMT-0800 (Pacific Standard Time), 1239, 0
6745359, Thu Dec 23 2021 12:00:00 GMT-0800 (Pacific Standard Time), 1641, 0
6745359, Thu Dec 23 2021 13:00:00 GMT-0800 (Pacific Standard Time), 847, 0
6745359, Thu Dec 23 2021 14:00:00 GMT-0800 (Pacific Standard Time), 979, 0
6745359, Thu Dec 23 2021 15:00:00 GMT-0800 (Pacific Standard Time), 683, 0
6745359, Thu Dec 23 2021 16:00:00 GMT-0800 (Pacific Standard Time), 997, 0
6745359, Thu Dec 23 2021 17:00:00 GMT-0800 (Pacific Standard Time), 1427, 0
6745359, Thu Dec 23 2021 18:00:00 GMT-0800 (Pacific Standard Time), 2231, 0
6745359, Thu Dec 23 2021 19:00:00 GMT-0800 (Pacific Standard Time), 1206, 0
6745359, Thu Dec 23 2021 20:00:00 GMT-0800 (Pacific Standard Time), 945, 0
6745359, Thu Dec 23 2021 21:00:00 GMT-0800 (Pacific Standard Time), 1308, 0
6745359, Thu Dec 23 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1006.999, 0
6745359, Thu Dec 23 2021 23:00:00 GMT-0800 (Pacific Standard Time), 570, 0
6745359, Fri Dec 24 2021 00:00:00 GMT-0800 (Pacific Standard Time), 329, 0
6745359, Fri Dec 24 2021 01:00:00 GMT-0800 (Pacific Standard Time), 1444, 0
6745359, Fri Dec 24 2021 02:00:00 GMT-0800 (Pacific Standard Time), 350, 0
6745359, Fri Dec 24 2021 03:00:00 GMT-0800 (Pacific Standard Time), 330, 0
6745359, Fri Dec 24 2021 04:00:00 GMT-0800 (Pacific Standard Time), 285, 0
6745359, Fri Dec 24 2021 05:00:00 GMT-0800 (Pacific Standard Time), 330, 0
6745359, Fri Dec 24 2021 06:00:00 GMT-0800 (Pacific Standard Time), 554, 0
6745359, Fri Dec 24 2021 07:00:00 GMT-0800 (Pacific Standard Time), 250, 0
6745359, Fri Dec 24 2021 08:00:00 GMT-0800 (Pacific Standard Time), 388, 137
6745359, Fri Dec 24 2021 09:00:00 GMT-0800 (Pacific Standard Time), 266, 322
6745359, Fri Dec 24 2021 10:00:00 GMT-0800 (Pacific Standard Time), 83, 651
6745359, Fri Dec 24 2021 11:00:00 GMT-0800 (Pacific Standard Time), 61, 644
6745359, Fri Dec 24 2021 12:00:00 GMT-0800 (Pacific Standard Time), 277, 102
6745359, Fri Dec 24 2021 13:00:00 GMT-0800 (Pacific Standard Time), 10, 421
6745359, Fri Dec 24 2021 14:00:00 GMT-0800 (Pacific Standard Time), 114, 81
6745359, Fri Dec 24 2021 15:00:00 GMT-0800 (Pacific Standard Time), 1330, 0
6745359, Fri Dec 24 2021 16:00:00 GMT-0800 (Pacific Standard Time), 2557, 0
6745359, Fri Dec 24 2021 17:00:00 GMT-0800 (Pacific Standard Time), 2620, 0
6745359, Fri Dec 24 2021 18:00:00 GMT-0800 (Pacific Standard Time), 1659, 0
6745359, Fri Dec 24 2021 19:00:00 GMT-0800 (Pacific Standard Time), 1828, 0
6745359, Fri Dec 24 2021 20:00:00 GMT-0800 (Pacific Standard Time), 1851, 0
6745359, Fri Dec 24 2021 21:00:00 GMT-0800 (Pacific Standard Time), 2398, 0
6745359, Fri Dec 24 2021 22:00:00 GMT-0800 (Pacific Standard Time), 2001.999, 0
6745359, Fri Dec 24 2021 23:00:00 GMT-0800 (Pacific Standard Time), 1376, 0
6745359, Sat Dec 25 2021 00:00:00 GMT-0800 (Pacific Standard Time), 1251, 0
6745359, Sat Dec 25 2021 01:00:00 GMT-0800 (Pacific Standard Time), 2419, 0
6745359, Sat Dec 25 2021 02:00:00 GMT-0800 (Pacific Standard Time), 1293, 0
6745359, Sat Dec 25 2021 03:00:00 GMT-0800 (Pacific Standard Time), 1226, 0
6745359, Sat Dec 25 2021 04:00:00 GMT-0800 (Pacific Standard Time), 1225, 0
6745359, Sat Dec 25 2021 05:00:00 GMT-0800 (Pacific Standard Time), 1245, 0
6745359, Sat Dec 25 2021 06:00:00 GMT-0800 (Pacific Standard Time), 1583, 0
6745359, Sat Dec 25 2021 07:00:00 GMT-0800 (Pacific Standard Time), 1652, 0
6745359, Sat Dec 25 2021 08:00:00 GMT-0800 (Pacific Standard Time), 1745, 0
6745359, Sat Dec 25 2021 09:00:00 GMT-0800 (Pacific Standard Time), 3026, 0
6745359, Sat Dec 25 2021 10:00:00 GMT-0800 (Pacific Standard Time), 2832, 0
6745359, Sat Dec 25 2021 11:00:00 GMT-0800 (Pacific Standard Time), 5281, 0
6745359, Sat Dec 25 2021 12:00:00 GMT-0800 (Pacific Standard Time), 3651, 0
6745359, Sat Dec 25 2021 13:00:00 GMT-0800 (Pacific Standard Time), 1893, 0
6745359, Sat Dec 25 2021 14:00:00 GMT-0800 (Pacific Standard Time), 1995, 0
6745359, Sat Dec 25 2021 15:00:00 GMT-0800 (Pacific Standard Time), 1980, 0
6745359, Sat Dec 25 2021 16:00:00 GMT-0800 (Pacific Standard Time), 2415, 0
6745359, Sat Dec 25 2021 17:00:00 GMT-0800 (Pacific Standard Time), 2811, 0
6745359, Sat Dec 25 2021 18:00:00 GMT-0800 (Pacific Standard Time), 2744, 0
6745359, Sat Dec 25 2021 19:00:00 GMT-0800 (Pacific Standard Time), 2555, 0
6745359, Sat Dec 25 2021 20:00:00 GMT-0800 (Pacific Standard Time), 2420, 0
6745359, Sat Dec 25 2021 21:00:00 GMT-0800 (Pacific Standard Time), 2106, 0
6745359, Sat Dec 25 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1950, 0
6745359, Sat Dec 25 2021 23:00:00 GMT-0800 (Pacific Standard Time), 1347, 0
6745359, Sun Dec 26 2021 00:00:00 GMT-0800 (Pacific Standard Time), 1304, 0
6745359, Sun Dec 26 2021 01:00:00 GMT-0800 (Pacific Standard Time), 2482, 0
6745359, Sun Dec 26 2021 02:00:00 GMT-0800 (Pacific Standard Time), 1274, 0
6745359, Sun Dec 26 2021 03:00:00 GMT-0800 (Pacific Standard Time), 1280, 0
6745359, Sun Dec 26 2021 04:00:00 GMT-0800 (Pacific Standard Time), 1306, 0
6745359, Sun Dec 26 2021 05:00:00 GMT-0800 (Pacific Standard Time), 1122, 0
6745359, Sun Dec 26 2021 06:00:00 GMT-0800 (Pacific Standard Time), 254, 0
6745359, Sun Dec 26 2021 07:00:00 GMT-0800 (Pacific Standard Time), 827, 0
6745359, Sun Dec 26 2021 08:00:00 GMT-0800 (Pacific Standard Time), 560, 0
6745359, Sun Dec 26 2021 09:00:00 GMT-0800 (Pacific Standard Time), 817, 0
6745359, Sun Dec 26 2021 10:00:00 GMT-0800 (Pacific Standard Time), 1004, 0
6745359, Sun Dec 26 2021 11:00:00 GMT-0800 (Pacific Standard Time), 508, 84
6745359, Sun Dec 26 2021 12:00:00 GMT-0800 (Pacific Standard Time), 512, 0
6745359, Sun Dec 26 2021 13:00:00 GMT-0800 (Pacific Standard Time), 1026, 0
6745359, Sun Dec 26 2021 14:00:00 GMT-0800 (Pacific Standard Time), 2431, 0
6745359, Sun Dec 26 2021 15:00:00 GMT-0800 (Pacific Standard Time), 912, 0
6745359, Sun Dec 26 2021 16:00:00 GMT-0800 (Pacific Standard Time), 966, 0
6745359, Sun Dec 26 2021 17:00:00 GMT-0800 (Pacific Standard Time), 2700, 0
6745359, Sun Dec 26 2021 18:00:00 GMT-0800 (Pacific Standard Time), 1719, 0
6745359, Sun Dec 26 2021 19:00:00 GMT-0800 (Pacific Standard Time), 1596, 0
6745359, Sun Dec 26 2021 20:00:00 GMT-0800 (Pacific Standard Time), 1827, 0
6745359, Sun Dec 26 2021 21:00:00 GMT-0800 (Pacific Standard Time), 855, 0
6745359, Sun Dec 26 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1018.999, 0
6745359, Sun Dec 26 2021 23:00:00 GMT-0800 (Pacific Standard Time), 646, 0
6745359, Mon Dec 27 2021 00:00:00 GMT-0800 (Pacific Standard Time), 359, 0
6745359, Mon Dec 27 2021 01:00:00 GMT-0800 (Pacific Standard Time), 1404, 0
6745359, Mon Dec 27 2021 02:00:00 GMT-0800 (Pacific Standard Time), 316, 0
6745359, Mon Dec 27 2021 03:00:00 GMT-0800 (Pacific Standard Time), 287, 0
6745359, Mon Dec 27 2021 04:00:00 GMT-0800 (Pacific Standard Time), 265, 0
6745359, Mon Dec 27 2021 05:00:00 GMT-0800 (Pacific Standard Time), 293, 0
6745359, Mon Dec 27 2021 06:00:00 GMT-0800 (Pacific Standard Time), 638, 0
6745359, Mon Dec 27 2021 07:00:00 GMT-0800 (Pacific Standard Time), 503, 0
6745359, Mon Dec 27 2021 08:00:00 GMT-0800 (Pacific Standard Time), 390, 95
6745359, Mon Dec 27 2021 09:00:00 GMT-0800 (Pacific Standard Time), 1196, 4
6745359, Mon Dec 27 2021 10:00:00 GMT-0800 (Pacific Standard Time), 985, 71
6745359, Mon Dec 27 2021 11:00:00 GMT-0800 (Pacific Standard Time), 522, 157
6745359, Mon Dec 27 2021 12:00:00 GMT-0800 (Pacific Standard Time), 40, 734
6745359, Mon Dec 27 2021 13:00:00 GMT-0800 (Pacific Standard Time), 53, 639
6745359, Mon Dec 27 2021 14:00:00 GMT-0800 (Pacific Standard Time), 479, 196
6745359, Mon Dec 27 2021 15:00:00 GMT-0800 (Pacific Standard Time), 1987, 0
6745359, Mon Dec 27 2021 16:00:00 GMT-0800 (Pacific Standard Time), 2087, 0
6745359, Mon Dec 27 2021 17:00:00 GMT-0800 (Pacific Standard Time), 1488, 0
6745359, Mon Dec 27 2021 18:00:00 GMT-0800 (Pacific Standard Time), 2127, 0
6745359, Mon Dec 27 2021 19:00:00 GMT-0800 (Pacific Standard Time), 2125, 0
6745359, Mon Dec 27 2021 20:00:00 GMT-0800 (Pacific Standard Time), 2248, 0
6745359, Mon Dec 27 2021 21:00:00 GMT-0800 (Pacific Standard Time), 2548, 0
6745359, Mon Dec 27 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1996, 0
6745359, Mon Dec 27 2021 23:00:00 GMT-0800 (Pacific Standard Time), 1353, 0
6745359, Tue Dec 28 2021 00:00:00 GMT-0800 (Pacific Standard Time), 1300, 0
6745359, Tue Dec 28 2021 01:00:00 GMT-0800 (Pacific Standard Time), 2531, 0
6745359, Tue Dec 28 2021 02:00:00 GMT-0800 (Pacific Standard Time), 1330, 0
6745359, Tue Dec 28 2021 03:00:00 GMT-0800 (Pacific Standard Time), 1268, 0
6745359, Tue Dec 28 2021 04:00:00 GMT-0800 (Pacific Standard Time), 1287, 0
6745359, Tue Dec 28 2021 05:00:00 GMT-0800 (Pacific Standard Time), 1299, 0
6745359, Tue Dec 28 2021 06:00:00 GMT-0800 (Pacific Standard Time), 1569, 0
6745359, Tue Dec 28 2021 07:00:00 GMT-0800 (Pacific Standard Time), 1541, 0
6745359, Tue Dec 28 2021 08:00:00 GMT-0800 (Pacific Standard Time), 1669, 0
6745359, Tue Dec 28 2021 09:00:00 GMT-0800 (Pacific Standard Time), 1460, 0
6745359, Tue Dec 28 2021 10:00:00 GMT-0800 (Pacific Standard Time), 1377, 0
6745359, Tue Dec 28 2021 11:00:00 GMT-0800 (Pacific Standard Time), 107, 86
6745359, Tue Dec 28 2021 12:00:00 GMT-0800 (Pacific Standard Time), 421, 6
6745359, Tue Dec 28 2021 13:00:00 GMT-0800 (Pacific Standard Time), 1333, 0
6745359, Tue Dec 28 2021 14:00:00 GMT-0800 (Pacific Standard Time), 3322, 0
6745359, Tue Dec 28 2021 15:00:00 GMT-0800 (Pacific Standard Time), 2465, 0
6745359, Tue Dec 28 2021 16:00:00 GMT-0800 (Pacific Standard Time), 1112, 0
6745359, Tue Dec 28 2021 17:00:00 GMT-0800 (Pacific Standard Time), 1759, 0
6745359, Tue Dec 28 2021 18:00:00 GMT-0800 (Pacific Standard Time), 1317, 0
6745359, Tue Dec 28 2021 19:00:00 GMT-0800 (Pacific Standard Time), 1224, 0
6745359, Tue Dec 28 2021 20:00:00 GMT-0800 (Pacific Standard Time), 1135, 0
6745359, Tue Dec 28 2021 21:00:00 GMT-0800 (Pacific Standard Time), 1700, 0
6745359, Tue Dec 28 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1197, 0
6745359, Tue Dec 28 2021 23:00:00 GMT-0800 (Pacific Standard Time), 660, 0
6745359, Wed Dec 29 2021 00:00:00 GMT-0800 (Pacific Standard Time), 328, 0
6745359, Wed Dec 29 2021 01:00:00 GMT-0800 (Pacific Standard Time), 1415, 0
6745359, Wed Dec 29 2021 02:00:00 GMT-0800 (Pacific Standard Time), 345, 0
6745359, Wed Dec 29 2021 03:00:00 GMT-0800 (Pacific Standard Time), 296, 0
6745359, Wed Dec 29 2021 04:00:00 GMT-0800 (Pacific Standard Time), 234, 0
6745359, Wed Dec 29 2021 05:00:00 GMT-0800 (Pacific Standard Time), 319, 0
6745359, Wed Dec 29 2021 06:00:00 GMT-0800 (Pacific Standard Time), 291, 0
6745359, Wed Dec 29 2021 07:00:00 GMT-0800 (Pacific Standard Time), 804, 0
6745359, Wed Dec 29 2021 08:00:00 GMT-0800 (Pacific Standard Time), 617, 0
6745359, Wed Dec 29 2021 09:00:00 GMT-0800 (Pacific Standard Time), 701, 0
6745359, Wed Dec 29 2021 10:00:00 GMT-0800 (Pacific Standard Time), 436, 0
6745359, Wed Dec 29 2021 11:00:00 GMT-0800 (Pacific Standard Time), 1525, 0
6745359, Wed Dec 29 2021 12:00:00 GMT-0800 (Pacific Standard Time), 1339, 0
6745359, Wed Dec 29 2021 13:00:00 GMT-0800 (Pacific Standard Time), 2047, 0
6745359, Wed Dec 29 2021 14:00:00 GMT-0800 (Pacific Standard Time), 2296, 0
6745359, Wed Dec 29 2021 15:00:00 GMT-0800 (Pacific Standard Time), 2400, 0
6745359, Wed Dec 29 2021 16:00:00 GMT-0800 (Pacific Standard Time), 1976, 0
6745359, Wed Dec 29 2021 17:00:00 GMT-0800 (Pacific Standard Time), 1400, 0
6745359, Wed Dec 29 2021 18:00:00 GMT-0800 (Pacific Standard Time), 1873, 0
6745359, Wed Dec 29 2021 19:00:00 GMT-0800 (Pacific Standard Time), 1361, 0
6745359, Wed Dec 29 2021 20:00:00 GMT-0800 (Pacific Standard Time), 947, 0
6745359, Wed Dec 29 2021 21:00:00 GMT-0800 (Pacific Standard Time), 2087, 0
6745359, Wed Dec 29 2021 22:00:00 GMT-0800 (Pacific Standard Time), 2511, 0
6745359, Wed Dec 29 2021 23:00:00 GMT-0800 (Pacific Standard Time), 2324, 0
6745359, Thu Dec 30 2021 00:00:00 GMT-0800 (Pacific Standard Time), 2123, 0
6745359, Thu Dec 30 2021 01:00:00 GMT-0800 (Pacific Standard Time), 3121, 0
6745359, Thu Dec 30 2021 02:00:00 GMT-0800 (Pacific Standard Time), 1921, 0
6745359, Thu Dec 30 2021 03:00:00 GMT-0800 (Pacific Standard Time), 2065, 0
6745359, Thu Dec 30 2021 04:00:00 GMT-0800 (Pacific Standard Time), 1839, 0
6745359, Thu Dec 30 2021 05:00:00 GMT-0800 (Pacific Standard Time), 1997, 0
6745359, Thu Dec 30 2021 06:00:00 GMT-0800 (Pacific Standard Time), 1783, 0
6745359, Thu Dec 30 2021 07:00:00 GMT-0800 (Pacific Standard Time), 1868, 0
6745359, Thu Dec 30 2021 08:00:00 GMT-0800 (Pacific Standard Time), 1416, 0
6745359, Thu Dec 30 2021 09:00:00 GMT-0800 (Pacific Standard Time), 1237, 0
6745359, Thu Dec 30 2021 10:00:00 GMT-0800 (Pacific Standard Time), 649, 187
6745359, Thu Dec 30 2021 11:00:00 GMT-0800 (Pacific Standard Time), 41, 803
6745359, Thu Dec 30 2021 12:00:00 GMT-0800 (Pacific Standard Time), 13, 909
6745359, Thu Dec 30 2021 13:00:00 GMT-0800 (Pacific Standard Time), 2, 705
6745359, Thu Dec 30 2021 14:00:00 GMT-0800 (Pacific Standard Time), 87, 335
6745359, Thu Dec 30 2021 15:00:00 GMT-0800 (Pacific Standard Time), 723, 0
6745359, Thu Dec 30 2021 16:00:00 GMT-0800 (Pacific Standard Time), 1710, 0
6745359, Thu Dec 30 2021 17:00:00 GMT-0800 (Pacific Standard Time), 2796, 0
6745359, Thu Dec 30 2021 18:00:00 GMT-0800 (Pacific Standard Time), 2765, 0
6745359, Thu Dec 30 2021 19:00:00 GMT-0800 (Pacific Standard Time), 2582, 0
6745359, Thu Dec 30 2021 20:00:00 GMT-0800 (Pacific Standard Time), 2197, 0
6745359, Thu Dec 30 2021 21:00:00 GMT-0800 (Pacific Standard Time), 1821, 0
6745359, Thu Dec 30 2021 22:00:00 GMT-0800 (Pacific Standard Time), 2132, 0
6745359, Thu Dec 30 2021 23:00:00 GMT-0800 (Pacific Standard Time), 1554, 0
6745359, Fri Dec 31 2021 00:00:00 GMT-0800 (Pacific Standard Time), 1312, 0
6745359, Fri Dec 31 2021 01:00:00 GMT-0800 (Pacific Standard Time), 2498, 0
6745359, Fri Dec 31 2021 02:00:00 GMT-0800 (Pacific Standard Time), 1324, 0
6745359, Fri Dec 31 2021 03:00:00 GMT-0800 (Pacific Standard Time), 1290, 0
6745359, Fri Dec 31 2021 04:00:00 GMT-0800 (Pacific Standard Time), 1255, 0
6745359, Fri Dec 31 2021 05:00:00 GMT-0800 (Pacific Standard Time), 1307, 0
6745359, Fri Dec 31 2021 06:00:00 GMT-0800 (Pacific Standard Time), 1506, 0
6745359, Fri Dec 31 2021 07:00:00 GMT-0800 (Pacific Standard Time), 1641, 0
6745359, Fri Dec 31 2021 08:00:00 GMT-0800 (Pacific Standard Time), 699, 0
6745359, Fri Dec 31 2021 09:00:00 GMT-0800 (Pacific Standard Time), 277, 599
6745359, Fri Dec 31 2021 10:00:00 GMT-0800 (Pacific Standard Time), 896, 683
6745359, Fri Dec 31 2021 11:00:00 GMT-0800 (Pacific Standard Time), 337, 862
6745359, Fri Dec 31 2021 12:00:00 GMT-0800 (Pacific Standard Time), 80, 557
6745359, Fri Dec 31 2021 13:00:00 GMT-0800 (Pacific Standard Time), 226, 602
6745359, Fri Dec 31 2021 14:00:00 GMT-0800 (Pacific Standard Time), 896, 0
6745359, Fri Dec 31 2021 15:00:00 GMT-0800 (Pacific Standard Time), 1146, 0
6745359, Fri Dec 31 2021 16:00:00 GMT-0800 (Pacific Standard Time), 889, 0
6745359, Fri Dec 31 2021 17:00:00 GMT-0800 (Pacific Standard Time), 1151, 0
6745359, Fri Dec 31 2021 18:00:00 GMT-0800 (Pacific Standard Time), 1570, 0
6745359, Fri Dec 31 2021 19:00:00 GMT-0800 (Pacific Standard Time), 1710, 0
6745359, Fri Dec 31 2021 20:00:00 GMT-0800 (Pacific Standard Time), 1554, 0
6745359, Fri Dec 31 2021 21:00:00 GMT-0800 (Pacific Standard Time), 1558, 0
6745359, Fri Dec 31 2021 22:00:00 GMT-0800 (Pacific Standard Time), 1345, 0
6745359, Fri Dec 31 2021 23:00:00 GMT-0800 (Pacific Standard Time), 1565, 0
6745359, Sat Jan 01 2022 00:00:00 GMT-0800 (Pacific Standard Time), 1166, 0
6745359, Sat Jan 01 2022 01:00:00 GMT-0800 (Pacific Standard Time), 1526, 0
6745359, Sat Jan 01 2022 02:00:00 GMT-0800 (Pacific Standard Time), 393, 0
6745359, Sat Jan 01 2022 03:00:00 GMT-0800 (Pacific Standard Time), 369, 0
6745359, Sat Jan 01 2022 04:00:00 GMT-0800 (Pacific Standard Time), 307, 0
6745359, Sat Jan 01 2022 05:00:00 GMT-0800 (Pacific Standard Time), 297, 0
6745359, Sat Jan 01 2022 06:00:00 GMT-0800 (Pacific Standard Time), 971, 0
6745359, Sat Jan 01 2022 07:00:00 GMT-0800 (Pacific Standard Time), 640, 0
6745359, Sat Jan 01 2022 08:00:00 GMT-0800 (Pacific Standard Time), 206, 223
6745359, Sat Jan 01 2022 09:00:00 GMT-0800 (Pacific Standard Time), 0, 716
6745359, Sat Jan 01 2022 10:00:00 GMT-0800 (Pacific Standard Time), 22, 870
6745359, Sat Jan 01 2022 11:00:00 GMT-0800 (Pacific Standard Time), 85, 629
6745359, Sat Jan 01 2022 12:00:00 GMT-0800 (Pacific Standard Time), 995, 8
6745359, Sat Jan 01 2022 13:00:00 GMT-0800 (Pacific Standard Time), 362, 121
6745359, Sat Jan 01 2022 14:00:00 GMT-0800 (Pacific Standard Time), 250, 115
6745359, Sat Jan 01 2022 15:00:00 GMT-0800 (Pacific Standard Time), 1793, 0
6745359, Sat Jan 01 2022 16:00:00 GMT-0800 (Pacific Standard Time), 2223, 0
6745359, Sat Jan 01 2022 17:00:00 GMT-0800 (Pacific Standard Time), 1228, 0
6745359, Sat Jan 01 2022 18:00:00 GMT-0800 (Pacific Standard Time), 1591, 0
6745359, Sat Jan 01 2022 19:00:00 GMT-0800 (Pacific Standard Time), 2362, 0
6745359, Sat Jan 01 2022 20:00:00 GMT-0800 (Pacific Standard Time), 2128, 0
6745359, Sat Jan 01 2022 21:00:00 GMT-0800 (Pacific Standard Time), 2405, 0
6745359, Sat Jan 01 2022 22:00:00 GMT-0800 (Pacific Standard Time), 1696, 0
6745359, Sat Jan 01 2022 23:00:00 GMT-0800 (Pacific Standard Time), 1454, 0
6745359, Sun Jan 02 2022 00:00:00 GMT-0800 (Pacific Standard Time), 1314, 0
6745359, Sun Jan 02 2022 01:00:00 GMT-0800 (Pacific Standard Time), 2397, 0
6745359, Sun Jan 02 2022 02:00:00 GMT-0800 (Pacific Standard Time), 1252, 0
6745359, Sun Jan 02 2022 03:00:00 GMT-0800 (Pacific Standard Time), 1293, 0
6745359, Sun Jan 02 2022 04:00:00 GMT-0800 (Pacific Standard Time), 1241, 0
6745359, Sun Jan 02 2022 05:00:00 GMT-0800 (Pacific Standard Time), 1334, 0
6745359, Sun Jan 02 2022 06:00:00 GMT-0800 (Pacific Standard Time), 1443, 0
6745359, Sun Jan 02 2022 07:00:00 GMT-0800 (Pacific Standard Time), 1763, 0
6745359, Sun Jan 02 2022 08:00:00 GMT-0800 (Pacific Standard Time), 1530, 0
6745359, Sun Jan 02 2022 09:00:00 GMT-0800 (Pacific Standard Time), 1148, 0
6745359, Sun Jan 02 2022 10:00:00 GMT-0800 (Pacific Standard Time), 420, 26
6745359, Sun Jan 02 2022 11:00:00 GMT-0800 (Pacific Standard Time), 354, 62
6745359, Sun Jan 02 2022 12:00:00 GMT-0800 (Pacific Standard Time), 175, 52
6745359, Sun Jan 02 2022 13:00:00 GMT-0800 (Pacific Standard Time), 545, 3
6745359, Sun Jan 02 2022 14:00:00 GMT-0800 (Pacific Standard Time), 910, 0
6745359, Sun Jan 02 2022 15:00:00 GMT-0800 (Pacific Standard Time), 1124, 0
6745359, Sun Jan 02 2022 16:00:00 GMT-0800 (Pacific Standard Time), 1830, 0
6745359, Sun Jan 02 2022 17:00:00 GMT-0800 (Pacific Standard Time), 1956, 0
6745359, Sun Jan 02 2022 18:00:00 GMT-0800 (Pacific Standard Time), 1712, 0
6745359, Sun Jan 02 2022 19:00:00 GMT-0800 (Pacific Standard Time), 2167, 0
6745359, Sun Jan 02 2022 20:00:00 GMT-0800 (Pacific Standard Time), 1843, 0
6745359, Sun Jan 02 2022 21:00:00 GMT-0800 (Pacific Standard Time), 2183, 0
6745359, Sun Jan 02 2022 22:00:00 GMT-0800 (Pacific Standard Time), 1411, 0
6745359, Sun Jan 02 2022 23:00:00 GMT-0800 (Pacific Standard Time), 1403, 0
6745359, Mon Jan 03 2022 00:00:00 GMT-0800 (Pacific Standard Time), 1286, 0
6745359, Mon Jan 03 2022 01:00:00 GMT-0800 (Pacific Standard Time), 2402, 0
6745359, Mon Jan 03 2022 02:00:00 GMT-0800 (Pacific Standard Time), 1226, 0
6745359, Mon Jan 03 2022 03:00:00 GMT-0800 (Pacific Standard Time), 1348, 0
6745359, Mon Jan 03 2022 04:00:00 GMT-0800 (Pacific Standard Time), 1214, 0
6745359, Mon Jan 03 2022 05:00:00 GMT-0800 (Pacific Standard Time), 1273, 0
6745359, Mon Jan 03 2022 06:00:00 GMT-0800 (Pacific Standard Time), 1497, 0
6745359, Mon Jan 03 2022 07:00:00 GMT-0800 (Pacific Standard Time), 1563, 0
6745359, Mon Jan 03 2022 08:00:00 GMT-0800 (Pacific Standard Time), 1018.999, 0
6745359, Mon Jan 03 2022 09:00:00 GMT-0800 (Pacific Standard Time), 1621, 0
6745359, Mon Jan 03 2022 10:00:00 GMT-0800 (Pacific Standard Time), 1488, 0
6745359, Mon Jan 03 2022 11:00:00 GMT-0800 (Pacific Standard Time), 1482, 0
6745359, Mon Jan 03 2022 12:00:00 GMT-0800 (Pacific Standard Time), 500, 2
6745359, Mon Jan 03 2022 13:00:00 GMT-0800 (Pacific Standard Time), 1584, 0
6745359, Mon Jan 03 2022 14:00:00 GMT-0800 (Pacific Standard Time), 1650, 0
6745359, Mon Jan 03 2022 15:00:00 GMT-0800 (Pacific Standard Time), 2040, 0
6745359, Mon Jan 03 2022 16:00:00 GMT-0800 (Pacific Standard Time), 2161, 0
6745359, Mon Jan 03 2022 17:00:00 GMT-0800 (Pacific Standard Time), 4086, 0
6745359, Mon Jan 03 2022 18:00:00 GMT-0800 (Pacific Standard Time), 2448, 0
6745359, Mon Jan 03 2022 19:00:00 GMT-0800 (Pacific Standard Time), 2376, 0
6745359, Mon Jan 03 2022 20:00:00 GMT-0800 (Pacific Standard Time), 3004, 0
6745359, Mon Jan 03 2022 21:00:00 GMT-0800 (Pacific Standard Time), 2262, 0
6745359, Mon Jan 03 2022 22:00:00 GMT-0800 (Pacific Standard Time), 1642, 0
6745359, Mon Jan 03 2022 23:00:00 GMT-0800 (Pacific Standard Time), 1450, 0
6745359, Tue Jan 04 2022 00:00:00 GMT-0800 (Pacific Standard Time), 1424, 0
6745359, Tue Jan 04 2022 01:00:00 GMT-0800 (Pacific Standard Time), 2464, 0
